@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-N10-R72-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1}

@data
1173,11.98406,-11.467908,0,-1.228024,11.725984,67.15161,-55.425626,-72.640479,12.370307,-55.425626,1,cluster1
1174,11.98406,-11.467908,0,-1.24188,11.725984,67.15161,-55.425626,-72.654335,12.35645,-55.425626,1,cluster1
1175,11.98406,-11.467908,0,-1.245345,11.725984,67.15161,-55.425626,-72.657799,12.352986,-55.425626,1,cluster1
1176,55.131177,-51.230599,-1.622932,-0.985537,55.027254,826.01503,-772.47734,-824.960211,48.750302,-773.343365,1,cluster1
1177,13.804445,-20.005187,-4.264309,-2.655234,21.979725,158.205521,-133.28131,-147.160233,19.009258,-139.793821,1,cluster1
1178,59.993044,-39.166865,-0.782887,-0.703213,51.961524,752.004499,-701.012923,-748.931841,39.568701,-701.948231,1,cluster1
1179,52.458623,-35.042852,-7.76132,0,41.413335,141.716397,-102.190998,-142.914976,31.656693,-104.078933,1,cluster0
1180,145.70531,-139.433554,-7.666057,-2.391962,147.709293,824.040492,-675.880866,-815.078861,134.459104,-681.613954,1,cluster0
1181,583.278502,-432.396092,-8.331164,-0.573309,510.954988,510.937668,-12.470766,-507.354055,415.160454,-10.392305,1,cluster0
1182,83.815671,-78.366639,-3.448513,-2.830171,82.670785,837.481206,-761.634702,-838.832206,68.426399,-762.500727,1,cluster0
1183,65.416095,-46.495172,-4.027018,-3.1506,58.196907,446.505378,-393.521943,-446.212661,46.266541,-393.539264,1,cluster0
1184,118.889699,-105.881998,-8.485317,-2.970467,111.12838,383.198921,-276.868322,-383.886545,104.908585,-276.851001,1,cluster0
1185,67.608871,-58.22462,-2.338269,-2.913309,67.584623,228.613386,-164.562147,-229.223068,54.133516,-166.883095,1,cluster1
1186,598.937973,-367.090848,-5.601452,2.036892,486.706277,486.100059,-14.67047,-491.956123,358.68867,-14.67047,1,cluster0
1187,86.356589,-74.079813,-6.703037,-3.663287,78.860273,323.062117,-247.665945,-327.74385,74.985676,-251.978751,1,cluster0
1188,19.37472,-18.028917,-6.902222,0.917987,22.637904,136.606847,-120.429493,-135.195226,14.322328,-121.3648,1,cluster0
1189,47.66777,-45.100871,-1.922576,-2.551311,50.229473,195.531216,-147.224319,-190.392221,40.626984,-149.146895,1,cluster1
1190,241.009674,-235.619532,-7.934525,-5.897633,240.547216,333.07337,-94.500692,-323.73242,227.125554,-90.586257,1,cluster0
1191,305.232386,-297.652931,3.890186,0.620074,303.715109,1373.291124,-1072.416578,-1375.934233,290.572308,-1085.147151,1,cluster1
1192,5.423051,-4.24006,-2.908113,-3.67368,7.569062,120.914467,-115.614391,-115.21602,4.117085,-115.597071,1,cluster1
1193,145.196087,-135.347646,-7.15337,-4.132673,139.378128,428.786498,-291.902523,-425.699983,126.645823,-295.193419,1,cluster0
1194,5.423051,-4.24006,-2.908113,-3.67368,7.569062,120.914467,-115.614391,-115.21602,4.117085,-115.597071,1,cluster1
1195,115.808381,-111.221911,-4.555294,-0.062354,114.731045,439.577174,-329.851756,-438.454806,110.407847,-329.037692,1,cluster0
1196,111.11972,-95.479301,-6.252703,0.618342,102.052434,402.164877,-300.753302,-397.176571,94.214904,-305.135391,1,cluster0
1197,67.608871,-60.562889,-2.338269,-5.339913,65.246354,228.613386,-162.223879,-229.311403,54.045181,-166.883095,1,cluster1
1198,323.661406,-304.44257,-5.830083,0,314.436504,619.346728,-307.387057,-616.98421,301.965738,-309.032505,1,cluster0
1199,323.661406,-304.44257,-5.830083,0,314.436504,619.346728,-307.387057,-616.98421,301.965738,-309.032505,1,cluster0
1200,252.224703,-241.953641,-3.755086,0.180133,251.25129,5223.917197,-4976.840149,-5216.755167,237.909303,-4975.922163,1,cluster0
1201,15.865585,-14.10409,-0.524811,2.755693,10.392305,73.612159,-50.229473,-67.051151,21.18991,-50.229473,1,cluster1
1202,1171.472564,-1140.971149,-4.811637,-1.186455,1162.050207,2342.460153,-1180.89492,-2336.501898,1141.061216,-1184.220458,1,cluster0
1203,598.071948,-367.956874,-5.601452,2.036892,486.706277,482.635958,-11.206369,-488.492021,359.554695,-11.206369,1,cluster0
1204,241.040851,-235.602211,-7.875635,-6.00502,240.547216,333.090691,-94.500692,-323.940266,227.021631,-90.603578,1,cluster0
1205,18.39438,-15.588457,-4.122281,-4.122281,19.052559,34.641016,-15.588457,-26.396454,15.588457,-15.588457,1,cluster1
1206,5.478477,-4.2314,-2.885597,-3.626914,7.569062,126.110619,-120.793223,-120.481454,4.103228,-120.775903,1,cluster1
1207,11.201173,-4.979646,-0.800207,4.603791,4.988306,43.30127,-32.908965,-44.901685,9.583437,-32.908965,1,cluster1
1208,337.70141,-325.618624,-4.091104,0.242487,336.346946,5246.485819,-4914.832731,-5238.504529,321.309281,-4913.672257,1,cluster0
1209,101.648866,-80.694515,-0.304841,0.180133,93.859833,247.683265,-152.420471,-242.126846,80.874648,-152.420471,1,cluster1
1210,129.347822,-114.750098,-3.978521,1.124101,124.707658,777.812056,-656.343333,-774.619887,111.382991,-655.113577,1,cluster0
1211,187.355936,-173.430247,-6.510779,0,186.299385,761.634702,-580.514149,-758.655574,168.374391,-586.385801,1,cluster0
1212,8.975487,-8.064429,-2.802458,-3.526455,11.015843,159.036905,-150.203446,-153.568821,7.605435,-150.203446,1,cluster1
1213,111.73633,-107.177572,-3.256256,-3.406944,111.855841,623.261163,-515.925974,-622.956322,101.177748,-518.437448,1,cluster0
1214,145.701846,-134.064197,-7.246901,-3.363643,139.395449,425.305076,-289.252485,-422.161404,126.091567,-290.932574,1,cluster0
1215,145.140662,-135.475818,-7.285006,-4.072051,139.395449,409.699298,-272.832643,-406.399741,126.758406,-276.175501,1,cluster0
1216,145.170106,-135.498335,-7.375072,-4.567418,139.41277,402.753774,-265.887119,-399.82834,126.247451,-269.281939,1,cluster0
1217,39.159937,-48.724321,-6.321985,-0.181865,44.548347,125.002107,-90.551616,-131.505958,38.46192,-100.632152,1,cluster0
1218,252.262808,-241.917268,-3.791459,0.197454,251.337893,5253.431343,-5006.250372,-5246.231208,237.826164,-5005.367026,1,cluster0
1219,14.628901,-15.941796,0,-1.600415,19.347008,104.217497,-80.817491,-95.668094,10.288382,-82.84399,1,cluster1
1220,115.429062,-111.777899,4.835886,-1.269593,113.206841,231.592513,-121.728531,-238.21068,108.25664,-128.500849,1,cluster1
1221,115.429062,-111.777899,4.835886,-1.269593,113.206841,231.592513,-121.728531,-238.21068,108.25664,-128.500849,1,cluster1
1222,115.429062,-111.777899,4.835886,-1.269593,113.206841,231.592513,-121.728531,-238.21068,108.25664,-128.500849,1,cluster1
1223,27.698957,-25.487128,-0.711873,0.116047,27.972621,723.460302,-695.245194,-724.15139,26.429363,-697.063848,1,cluster1
1224,62.37981,-60.999365,-2.300163,-1.158742,62.249906,737.819003,-669.801368,-726.418645,52.910688,-674.893597,1,cluster1
1225,71.301604,-25.693242,-6.408588,-6.408588,48.497423,136.832014,-88.334591,-130.423426,25.693242,-88.334591,1,cluster0
1226,337.75164,-325.654997,-4.153458,0.204382,336.329626,5270.769171,-4939.064121,-5262.730724,321.288497,-4937.903647,1,cluster0
1227,5.485405,-4.205419,-2.883865,-3.678876,7.569062,134.770873,-129.453477,-129.174617,4.025286,-129.436157,1,cluster1
1228,161.45658,-148.265281,-14.010559,-0.68416,162.016033,318.298977,-163.97325,-320.018903,143.994044,-168.978877,1,cluster0
1229,239.67253,-236.970531,-8.845583,-5.854332,240.547216,332.882845,-96.232743,-325.521629,228.54064,-93.305577,1,cluster0
1230,5.485405,-4.205419,-2.883865,-3.678876,7.569062,134.770873,-129.453477,-129.174617,4.025286,-129.436157,1,cluster1
1231,60.122948,-50.537778,-6.529832,-2.395426,53.693575,180.427733,-131.635861,-182.840479,44.868776,-136.537565,1,cluster0
1232,25.625692,-33.151452,-2.017839,-0.450333,29.202377,712.790869,-684.662364,-710.286323,28.078276,-689.564068,1,cluster1
1233,35.697567,-28.855966,-1.066943,-0.765566,32.337389,385.086856,-350.46316,-382.769372,27.577713,-352.177891,1,cluster1
1234,5.823155,-9.505495,-0.242487,1.524205,10.600151,105.862945,-95.262794,-101.515498,7.96397,-90.67286,1,cluster1
1235,19.759236,-17.779502,-2.152939,-1.616003,18.844713,336.294985,-319.736579,-336.513223,15.955652,-319.944425,1,cluster1
1236,87.122156,-80.626965,-7.816745,-0.817528,88.909632,1515.128764,-1436.995952,-1511.427372,71.554483,-1437.667988,1,cluster0
1237,213.026661,-196.499432,7.797693,-1.305966,208.816045,273.456181,-75.448133,-288.289465,194.86784,-86.273451,1,cluster1
1238,331.034746,-324.89809,-4.198491,-0.739586,335.082549,527.011099,-196.968818,-521.104806,322.130273,-193.816485,1,cluster0
1239,50.158459,-43.531633,-1.718194,0.450333,45.985949,735.723222,-689.754593,-735.385472,42.868257,-690.516695,1,cluster1
1240,29.075937,-36.62075,-6.018877,0.381051,33.307337,564.475358,-539.204737,-561.773359,31.675745,-537.749814,1,cluster0
1241,144.011364,-140.174872,-7.213992,-1.766692,144.21055,339.014305,-199.185843,-335.818671,131.324092,-203.567931,1,cluster0
1242,144.011364,-140.174872,-7.213992,-1.766692,144.21055,339.014305,-199.185843,-335.818671,131.324092,-203.567931,1,cluster0
1243,95.418679,-87.887722,-5.452496,-0.893738,91.452283,355.070416,-260.154031,-355.673169,87.485886,-270.546336,1,cluster0
1244,21.860213,-20.834839,-4.369964,1.091192,20.78461,296.977431,-281.683423,-301.376841,18.647259,-282.809256,1,cluster0
1245,51.142264,-55.37886,-10.825318,-0.516151,53.260562,287.520434,-240.755062,-290.546327,45.857777,-245.085189,1,cluster0
1246,50.160191,-49.446586,-2.317484,-1.952021,51.13014,295.297342,-246.401548,-293.241398,47.87908,-247.752548,1,cluster1
1247,69.967924,-80.010355,-15.934867,-3.453709,72.555608,236.130487,-168.528544,-230.016347,67.764756,-177.119516,1,cluster0
1248,239.378082,-236.459576,-7.750927,-5.908025,240.581857,346.999059,-108.339778,-337.032838,227.070129,-103.541997,1,cluster0
1249,67.021706,-41.965859,-3.351518,-3.756818,55.425626,428.769177,-378.349178,-429.415232,42.970448,-378.366499,1,cluster1
1250,305.227189,-273.031829,-3.822636,-4.253917,290.984536,428.353485,-143.205961,-427.442426,274.356848,-143.223281,1,cluster0
1251,67.021706,-41.965859,-3.351518,-3.756818,55.425626,428.769177,-378.349178,-429.415232,42.970448,-378.366499,1,cluster1
1252,319.391901,-295.98843,-5.265434,2.459512,311.370774,876.833401,-564.007704,-871.290838,304.129069,-561.877282,1,cluster0
1253,228.767539,-222.819676,0.363731,0.323894,227.695399,1915.371065,-1691.55546,-1915.499237,219.449105,-1697.219266,1,cluster0
1254,26.048312,-14.308472,-8.660254,-6.178225,17.078021,179.630989,-157.616623,-177.14896,18.020257,-157.616623,1,cluster0
1255,17.545675,-24.023545,-6.95072,-0.892006,18.532944,83.813939,-67.549981,-81.328446,18.432485,-70.944801,1,cluster0
1256,104.115306,-98.153587,0,-0.398372,103.923048,142.703666,-38.780618,-140.313436,97.755216,-41.569219,1,cluster1
1257,35.060172,-43.398265,-2.941022,3.666752,39.506347,285.303409,-243.664908,-279.589373,40.329071,-244.134293,1,cluster1
1258,-1.167402,-11.698271,-7.811549,2.973931,8.071357,34.329247,-36.373067,-32.53311,1.196847,-39.750566,1,cluster0
1259,42.999893,-42.352106,-4.801245,-1.855026,43.30127,228.73463,-190.525589,-229.560818,35.921002,-192.222999,1,cluster0
1260,29.221429,-25.442094,-5.975575,-0.769031,33.047529,244.77342,-216.298505,-239.068045,21.361383,-216.298505,1,cluster0
1261,72.314853,-44.893025,-4.409801,-3.604398,58.889727,483.103611,-430.20678,-484.941317,44.655734,-431.419215,1,cluster0
1262,29.221429,-25.442094,-5.975575,-0.769031,33.047529,244.77342,-216.298505,-239.068045,21.361383,-216.298505,1,cluster0
1263,29.221429,-25.442094,-5.975575,-0.769031,33.047529,244.77342,-216.298505,-239.068045,21.361383,-216.298505,1,cluster0
1264,29.282051,-25.381473,-5.975575,-0.769031,33.047529,248.237522,-219.762606,-242.532146,21.300761,-219.762606,1,cluster0
1265,27.886018,-25.802361,-0.458993,0.254611,26.690903,143.760217,-116.047404,-142.790269,24.882642,-116.047404,1,cluster1
1266,1171.472564,-1140.971149,-4.811637,-1.186455,1162.050207,2342.460153,-1180.89492,-2336.501898,1141.061216,-1184.220458,1,cluster0
1267,136.185959,-62.92021,-3.367107,-2.44912,96.423268,252.879418,-150.68842,-250.087352,66.221499,-150.68842,1,cluster1
1268,1171.472564,-1140.971149,-4.811637,-1.186455,1162.050207,2342.460153,-1180.89492,-2336.501898,1141.061216,-1184.220458,1,cluster0
1269,62.696775,-57.3967,-5.052392,0.173205,58.820445,1067.462913,-1008.798352,-1066.29551,54.952776,-1009.854903,1,cluster0
1270,87.93622,-68.554571,1.402961,-1.498224,83.138439,240.408652,-161.461776,-232.172751,74.019191,-153.095971,1,cluster1
1271,28.218572,-31.242732,-11.256598,-6.450157,32.165916,167.922326,-138.633347,-159.062886,24.132664,-136.674397,1,cluster0
1272,17.765645,-19.215372,-3.956004,-2.165064,22.464699,793.192667,-773.551211,-784.811273,16.577458,-772.910352,1,cluster0
1273,63.109003,-56.979275,-5.19442,0.013856,58.820445,580.756636,-522.247959,-579.604822,54.246099,-523.148626,1,cluster0
1274,14.634097,-16.542817,-4.260845,-0.718801,15.588457,68.485289,-57.157677,-69.20409,11.563171,-61.418522,1,cluster1
1275,1166.557004,-1144.821498,-6.841601,1.397765,1162.379297,2102.882885,-943.27487,-2097.309146,1140.349343,-946.738971,1,cluster0
1276,103.370524,-102.215246,-2.753961,-3.2857,105.100843,245.951215,-144.435717,-239.18236,96.374771,-147.449485,1,cluster1
1277,145.739951,-139.433554,-7.700698,-2.391962,147.709293,824.040492,-675.880866,-815.113502,134.459104,-681.613954,1,cluster0
1278,145.722631,-139.416234,-7.700698,-2.407551,147.709293,824.075133,-675.863546,-815.077129,134.460836,-681.631275,1,cluster0
1279,1214.44128,-1173.440173,-4.297218,-0.095263,1201.558286,2927.460313,-1728.915796,-2921.264768,1170.069603,-1731.080859,1,cluster0
1280,1207.639517,-1159.017386,-4.48428,0.00866,1191.495071,2627.936767,-1439.490106,-2621.195626,1155.558481,-1442.03622,1,cluster0
1281,67.056347,-61.070379,4.115353,0.536936,62.665598,361.860055,-301.896456,-364.742187,64.222712,-300.857225,1,cluster1
1282,28.966818,-24.603782,-2.509742,-1.127565,27.487646,181.640168,-154.152522,-180.235475,24.603782,-152.195304,1,cluster1
1283,17.765645,-19.215372,-3.956004,-2.165064,22.464699,793.192667,-773.551211,-784.811273,16.577458,-772.910352,1,cluster0
1284,193.729883,-184.051183,0.853901,0.098727,190.525589,323.945463,-135.099963,-322.810969,183.968044,-133.99145,1,cluster1
1285,1207.60834,-1159.048563,-4.657485,0.00866,1191.495071,2624.645871,-1435.679594,-2617.731524,1155.416453,-1438.745324,1,cluster0
1286,175.732143,-159.409296,-2.411015,-2.362517,168.320697,1720.636593,-1552.263934,-1717.96577,157.154166,-1553.614933,1,cluster0
1287,97.42959,-88.710446,0.627002,0.744782,95.262794,195.964228,-103.680561,-193.813021,90.20001,-100.701434,1,cluster1
1288,96.102839,-87.714517,-5.319128,-11.331076,93.011128,1253.138759,-1160.474041,-1257.034142,69.950604,-1161.859682,1,cluster0
1289,52.533101,-51.424588,-5.258506,0.242487,54.022665,191.911229,-142.703666,-190.283102,44.347429,-145.492268,1,cluster0
1290,120.919663,-107.014759,0.904131,1.4861,116.047404,198.111971,-85.303502,-197.869484,108.500859,-80.973375,1,cluster1
1291,123.597414,-99.296741,-8.951239,-1.203775,113.116774,694.933425,-588.429621,-700.879555,97.09184,-596.313916,1,cluster0
1292,26.425899,-23.749881,-1.41855,-0.330822,24.595121,326.526218,-300.095123,-323.754937,22.934085,-300.095123,1,cluster1
1293,117.777723,-103.576638,-6.805228,33.336782,112.756508,182.03854,-67.723187,-183.599118,104.11011,-70.840878,1,cluster0
1294,127.423514,-113.939498,-3.086515,0,122.005659,455.529362,-328.951089,-450.59475,108.96678,-335.047908,1,cluster1
1295,156.932463,-136.580866,-7.794229,-0.820992,145.301742,346.202315,-201.870522,-343.247437,131.758837,-204.763046,1,cluster0
1296,43.907488,-36.580913,-2.234346,0.450333,36.702157,393.158213,-353.684775,-393.643187,38.988464,-357.166197,1,cluster1
1297,92.931454,-79.527113,-5.003895,-1.974538,88.471423,210.270968,-121.953697,-208.987518,81.105011,-126.4068,1,cluster0
1298,39.663963,-29.600748,-12.193638,0,28.544197,66.649315,-34.034798,-64.605495,23.503929,-44.201937,1,cluster0
1299,9.741054,-14.403735,-11.327612,-0.831384,17.320508,55.425626,-48.601346,-35.264554,2.244738,-38.105118,1,cluster0
1300,32.995568,-28.899268,-7.16203,-0.467654,31.523325,136.139193,-106.001509,-135.455033,25.660333,-108.772791,1,cluster0
1301,32.993836,-28.899268,-7.160298,-0.465922,31.523325,136.139193,-106.001509,-135.451569,25.662065,-108.772791,1,cluster0
1302,92.687235,-91.790033,-5.197884,-2.296699,93.513423,871.931697,-779.64803,-863.64037,89.264702,-782.505914,1,cluster0
1303,1014.883046,-999.661784,-6.029269,0.297913,1013.076517,2382.609091,-1371.940124,-2374.709207,995.861664,-1373.741457,1,cluster0
1304,98.650686,-94.819389,-6.618166,-0.505759,101.636741,1799.722033,-1707.265161,-1801.183884,85.423014,-1711.023711,1,cluster0
1305,42.729693,-33.516915,-7.77864,-0.358535,36.373067,372.009872,-335.636805,-377.393086,32.777329,-336.017857,1,cluster0
1306,1166.484257,-1144.719307,-7.011342,1.351,1162.552502,2078.807379,-918.852953,-2073.105468,1140.202118,-922.663465,1,cluster0
1307,86.533258,-73.222448,-4.08764,-1.463583,81.406388,485.840252,-404.451184,-481.666009,67.974334,-407.863324,1,cluster0
1308,35.074029,-35.507042,-1.125833,-1.529401,38.711336,232.701026,-193.98969,-226.262993,37.35514,-193.98969,1,cluster1
1309,57.82798,-47.394106,-4.728499,-1.473975,49.796461,263.254402,-210.236327,-259.722751,45.53908,-212.418711,1,cluster0
1310,31.537181,-31.180379,-6.270024,-0.976877,36.026657,102.675972,-74.478185,-103.670169,25.492324,-77.630517,1,cluster0
1311,33.412992,-40.878131,-7.780372,2.435263,40.56463,249.138188,-214.116121,-238.842878,32.228269,-207.551648,1,cluster0
1312,83.787958,-71.667066,-4.489476,-2.11137,76.296838,802.008806,-726.543352,-802.126585,67.77688,-729.037505,1,cluster0
1313,342.1268,-326.99214,-2.383302,0.27886,341.127407,5740.102979,-5403.496225,-5730.566307,324.224323,-5401.140636,1,cluster0
1314,342.175297,-326.891681,-2.383302,0.322161,341.127407,5764.35169,-5427.796898,-5754.823679,324.167165,-5425.337386,1,cluster0
1315,110.721348,-107.567283,-6.879706,-3.950808,110.071829,585.796904,-482.947727,-588.827993,92.837923,-487.329815,1,cluster0
1316,59.364309,-43.219864,-0.919719,0,50.229473,147.224319,-98.813499,-149.349545,44.425371,-98.813499,1,cluster1
1317,81.875774,-78.75635,-2.868276,0.150688,79.553094,5575.315665,-5497.633186,-5575.669003,75.90193,-5499.763609,1,cluster0
1318,460.148742,-447.485718,-1.565774,-0.443405,457.244093,1155.693581,-698.293604,-1148.720344,449.248946,-699.280873,1,cluster0
1319,35.16756,-32.728832,-5.902829,-0.614878,35.12599,279.310513,-249.88297,-278.072097,28.08174,-252.2732,1,cluster0
1320,137.10741,-119.43876,-3.677144,3.483154,133.697002,1092.61229,-965.046748,-1090.606576,116.873592,-964.388569,1,cluster0
1321,22.925424,-18.366667,-11.085125,-7.002681,17.320508,75.725261,-62.838803,-71.642818,11.363985,-62.838803,1,cluster0
1322,123.251003,-119.459544,-1.628128,1.110245,126.647555,1416.12474,-1297.409978,-1409.532555,118.565806,-1296.162901,1,cluster0
1323,52.126069,-36.62075,-6.089891,-0.342946,43.30127,140.296115,-100.597511,-135.578009,30.53086,-96.994845,1,cluster0
1324,39.734978,-30.239875,-5.584132,-2.026499,33.290017,382.471459,-351.225263,-380.46228,28.708742,-353.269083,1,cluster0
1325,98.1813,-87.853081,-6.767123,7.735339,93.461462,565.168179,-472.295614,-558.186282,87.468566,-474.651203,1,cluster0
1326,41.794386,-44.582988,-3.671948,-3.671948,45.033321,74.270339,-32.908965,-70.58107,37.239092,-36.580913,1,cluster1
1327,231.628887,-212.690643,-3.685804,-2.431799,221.425375,963.920915,-743.049796,-963.629931,210.83042,-743.604053,1,cluster0
1328,110.710956,-107.534374,-6.95938,-2.705463,110.089149,582.298161,-479.500946,-584.057925,93.979345,-483.900355,1,cluster0
1329,116.785258,-102.372863,-3.346322,1.397765,112.964354,590.906454,-482.185624,-590.653574,98.919154,-483.796432,1,cluster0
1330,26.30812,-12.21269,0,0,22.51666,135.099963,-109.309726,-132.300969,15.011684,-112.583302,1,cluster1
1331,14.059056,-4.439246,0,-0.930111,20.78461,43.30127,-34.052119,-32.695923,15.044593,-22.51666,1,cluster1
1332,26.30812,-12.21269,0,0,22.51666,135.099963,-109.309726,-132.300969,15.011684,-112.583302,1,cluster1
1333,14.059056,-4.439246,0,-0.930111,20.78461,43.30127,-34.052119,-32.695923,15.044593,-22.51666,1,cluster1
1334,26.30812,-12.21269,0,0,22.51666,135.099963,-109.309726,-132.300969,15.011684,-112.583302,1,cluster1
1335,14.059056,-4.439246,0,-0.930111,20.78461,43.30127,-34.052119,-32.695923,15.044593,-22.51666,1,cluster1
1336,54.062502,-47.520546,-1.567506,-0.96302,51.684396,661.764652,-610.409346,-658.101365,45.352018,-609.335474,1,cluster1
1337,0.550792,-8.923526,-0.601022,-0.183597,11.725984,128.18908,-121.087672,-119.695103,11.464444,-119.753993,1,cluster1
1338,102.863033,-97.881655,-9.876154,-4.241792,113.380046,270.754182,-166.831134,-267.894566,89.652682,-169.186723,1,cluster0
1339,131.163012,-120.320373,-12.025629,-2.430067,122.975607,367.766348,-255.529456,-369.493203,108.660207,-260.084749,1,cluster0
1340,296.65527,-247.409601,9.032645,1.091192,260.968095,1561.876816,-1276.123073,-1557.695645,243.566181,-1292.542915,1,cluster1
1341,23.677135,-17.892085,-4.607255,1.513812,18.480982,117.207878,-101.030524,-118.392601,14.403735,-101.030524,1,cluster0
1342,96.463106,-75.183129,0.017321,-1.806529,81.527632,566.675063,-479.899317,-566.467217,73.035386,-485.147431,1,cluster1
1343,22.327867,-14.258242,-0.698016,-4.047803,20.78461,129.903811,-111.007136,-132.744374,10.21044,-107.231265,1,cluster1
1344,123.566237,-119.956643,-6.928203,-1.113709,120.502239,921.884042,-807.759215,-922.8869,112.153754,-812.778698,1,cluster0
1345,92.571187,-91.807353,-5.144191,-2.050748,93.73859,827.262107,-734.597389,-818.194821,89.290683,-737.160824,1,cluster0
1346,92.571187,-91.807353,-5.144191,-2.050748,93.73859,827.262107,-734.597389,-818.194821,89.290683,-737.160824,1,cluster0
1347,50.286631,-36.62075,-0.914523,-0.304841,43.30127,140.296115,-100.528229,-142.672489,37.472919,-98.761537,1,cluster1
1348,116.64323,-99.289813,-0.225167,-0.474582,114.86961,1154.585068,-1044.998214,-1148.839856,101.965831,-1043.612573,1,cluster1
1349,88.769336,-82.355552,-7.071963,-0.467654,84.27986,975.421733,-898.605279,-977.307936,75.023781,-902.694651,1,cluster0
1350,95.785874,-90.523903,-4.998699,0.223435,94.327487,469.108641,-375.439333,-460.564434,89.396338,-377.465832,1,cluster0
1351,61.948529,-45.521759,-2.054212,-1.749371,57.157677,363.644067,-315.233247,-372.543344,54.116195,-315.233247,1,cluster1
1352,108.390007,-97.950937,-8.502637,-2.000519,108.512983,228.73463,-119.30366,-220.968114,91.450551,-129.401516,1,cluster0
1353,496.985998,-477.134964,-3.68234,1.49476,487.50302,2614.097681,-2125.295623,-2609.391699,477.237155,-2122.853431,1,cluster0
1354,45.923595,-41.735496,-9.456997,-2.875204,46.384321,240.616498,-197.332549,-235.939961,32.884717,-202.286214,1,cluster0
1355,402.842109,-333.20847,15.35463,2.850956,350.653686,2864.240459,-2479.673218,-2866.130126,331.375961,-2499.262713,1,cluster1
1356,862.429666,-847.253437,3.263184,0.647787,854.576548,2467.444939,-1616.003403,-2473.839671,844.818174,-1624.109401,1,cluster1
1357,946.243605,-928.853815,-3.661555,0.228631,941.317652,4197.261401,-3261.08794,-4190.878794,925.661645,-3259.598376,1,cluster0
1358,110.631281,-108.992761,-5.468084,-2.594612,109.673457,545.214953,-443.907301,-548.65827,95.058412,-448.930249,1,cluster0
1359,862.429666,-847.253437,3.263184,0.647787,854.576548,2467.444939,-1616.003403,-2473.839671,844.818174,-1624.109401,1,cluster1
1360,1169.201845,-1140.9469,-4.264309,-0.381051,1161.842361,2441.5681,-1277.093022,-2433.268113,1143.111964,-1281.197982,1,cluster0
1361,96.445785,-87.804584,-5.087033,-11.147479,92.993808,1303.368233,-1210.530309,-1307.506102,70.290086,-1212.26236,1,cluster0
1362,9.519351,-11.265258,-6.651075,-3.325538,13.717842,29.444864,-19.052559,-22.793789,4.614183,-22.378096,1,cluster0
1363,862.706794,-846.976309,3.263184,0.620074,854.576548,2489.9616,-1638.520064,-2496.384044,844.513333,-1646.626062,1,cluster1
1364,50.17578,-37.138633,-5.076641,-1.603879,41.118886,209.578148,-168.459262,-209.711516,35.534754,-166.276878,1,cluster0
1365,22.532249,-12.784267,2.788602,2.376374,13.475355,180.133284,-158.292123,-181.782196,13.923956,-161.080725,1,cluster1
1366,512.560599,-494.552467,-1.929505,1.042695,502.580523,3548.850861,-3042.9015,-3545.670816,493.099276,-3043.308532,1,cluster0
1367,512.745929,-494.488381,-1.929505,1.034034,502.563202,3541.922658,-3035.973297,-3538.90889,493.024798,-3036.380328,1,cluster0
1368,8.487049,-5.022947,-3.942148,1.513812,14.029612,71.014083,-64.259085,-65.862964,8.050572,-58.803125,1,cluster1
1369,50.045876,-37.265073,-6.810424,-1.771888,41.136207,211.310199,-170.173992,-211.625432,33.721297,-168.008928,1,cluster0
1370,862.807253,-847.054251,3.041481,0.623538,854.611189,2522.957168,-1671.203863,-2529.173498,844.707322,-1679.188617,1,cluster1
1371,48.961612,-32.995568,-3.003376,-0.360267,41.759745,138.75459,-96.994845,-135.629971,29.992192,-96.994845,1,cluster1
1372,33.577537,-23.995832,-3.994109,0.746514,27.349082,217.441658,-185.329436,-209.93495,25.585855,-188.221961,1,cluster1
1373,295.984966,-263.774017,-3.380963,-0.597558,283.328871,843.196974,-560.335757,-836.826491,259.513172,-562.933833,1,cluster0
1374,81.725085,-74.143899,-5.597988,4.356108,80.557683,1028.561052,-949.163843,-1022.405343,66.477842,-950.878573,1,cluster0
1375,224.771697,-219.863065,-12.436125,3.380963,216.696877,349.44125,-133.852886,-347.393966,213.994877,-137.265026,1,cluster0
1376,-1.848098,-9.167745,-4.472155,-0.450333,6.096819,64.137841,-58.058343,-54.725877,5.225597,-62.232586,1,cluster1
1377,52.695914,-41.858472,-0.504027,-9.768767,50.229473,160.301302,-100.458947,-148.144038,38.498293,-100.458947,1,cluster1
1378,126.874454,-111.611622,-4.099764,0.559452,122.577236,403.706402,-283.086384,-401.085809,106.70299,-285.805704,1,cluster0
1379,104.699007,-79.073316,-5.909757,0.744782,94.985666,951.224983,-864.276032,-951.897019,75.422152,-867.965301,1,cluster0
1380,138.176085,-128.310324,-1.979734,1.03923,133.367912,364.250285,-230.882373,-361.905088,126.046533,-229.323527,1,cluster1
